classe,name_img,set
cow,2011_002042,validation
dog,2011_002044,validation
chair,2011_002045,validation
horse,2011_002047,validation
boat,2011_002050,train
train,2011_002053,train
bird,2011_002055,train
horse,2011_002063,train
boat,2011_002073,train
diningtable,2011_002074,validation
diningtable,2011_002075,validation
boat,2011_002085,train
aeroplane,2011_002091,validation
dog,2011_002098,validation
bird,2011_002100,validation
train,2011_002105,validation
chair diningtable,2011_002108,validation
dog,2011_002110,validation
aeroplane,2011_002114,train
sheep,2011_002119,train
dog,2011_002121,validation
chair,2011_002124,validation
aeroplane,2011_002132,validation
cow,2011_002134,train
dog,2011_002137,validation
diningtable,2011_002142,train
diningtable,2011_002147,train
dog,2011_002156,validation
horse,2011_002159,validation
chair diningtable,2011_002163,validation
sheep,2011_002169,validation
train,2011_002173,validation
chair,2011_002177,train
sheep,2011_002178,validation
chair,2011_002179,train
diningtable,2011_002185,validation
cow,2011_002189,train
aeroplane,2011_002193,validation
chair diningtable,2011_002200,validation
bird,2011_002221,validation
aeroplane,2011_002222,train
bird,2011_002228,train
bird,2011_002230,validation
dog,2011_002239,train
chair diningtable,2011_002241,validation
bird,2011_002245,train
bird,2011_002246,train
train,2011_002247,validation
aeroplane,2011_002248,validation
train,2011_002251,train
chair,2011_002260,validation
bird,2011_002265,train
aeroplane,2011_002269,validation
chair,2011_002270,validation
cow,2011_002272,validation
train,2011_002278,train
dog,2011_002279,validation
train,2011_002280,validation
aeroplane,2011_002284,train
train,2011_002294,validation
bird,2011_002295,validation
dog,2011_002298,validation
dog,2011_002300,train
aeroplane,2011_002327,validation
chair,2011_002335,train
horse,2011_002341,train
aeroplane,2011_002346,train
bird,2011_002347,train
diningtable,2011_002348,train
chair diningtable,2011_002358,validation
horse,2011_002362,validation
dog,2011_002371,validation
train,2011_002379,validation
aeroplane,2011_002380,validation
bird,2011_002381,train
train,2011_002385,train
chair,2011_002386,validation
chair,2011_002391,validation
diningtable,2011_002394,train
train,2011_002396,validation
dog,2011_002398,train
bird,2011_002407,validation
dog,2011_002414,validation
dog,2011_002419,train
boat,2011_002421,train
chair diningtable,2011_002422,train
dog,2011_002433,train
chair,2011_002443,train
sheep,2011_002447,train
horse,2011_002448,train
bird,2011_002458,train
boat,2011_002459,validation
chair diningtable,2011_002462,train
bird,2011_002463,validation
bird sheep,2011_002464,train
aeroplane,2011_002470,train
chair diningtable,2011_002488,train
boat,2011_002490,validation
dog,2011_002491,validation
train,2011_002492,train
aeroplane,2011_002494,validation
bird,2011_002503,train
aeroplane,2011_002504,train
chair,2011_002509,validation
aeroplane,2011_002515,validation
train,2011_002516,validation
boat,2011_002519,validation
horse,2011_002520,validation
train,2011_002528,train
chair diningtable,2011_002531,validation
train,2011_002535,validation
diningtable,2011_002542,validation
chair,2011_002543,train
bird,2011_002548,validation
chair,2011_002551,train
aeroplane,2011_002552,train
sheep,2011_002553,train
horse,2011_002555,train
diningtable,2011_002556,validation
boat,2011_002558,validation
boat,2011_002567,train
bird,2011_002568,train
sheep,2011_002571,train
chair,2011_002575,validation
bird boat,2011_002578,validation
diningtable,2011_002579,validation
bird,2011_002582,validation
horse,2011_002583,validation
cow,2011_002584,train
boat,2011_002588,validation
dog,2011_002589,validation
chair,2011_002594,train
dog,2011_002601,train
aeroplane,2011_002605,validation
diningtable,2011_002606,train
cow,2011_002609,train
dog,2011_002612,validation
chair diningtable,2011_002614,train
bird,2011_002616,train
aeroplane,2011_002617,validation
boat,2011_002618,train
chair,2011_002620,train
train,2011_002636,train
aeroplane,2011_002638,train
chair diningtable,2011_002640,validation
chair,2011_002644,validation
cow,2011_002649,train
chair diningtable,2011_002650,train
bird,2011_002652,train
boat,2011_002661,train
sheep,2011_002662,validation
aeroplane,2011_002673,train
bird,2011_002674,validation
aeroplane,2011_002675,validation
boat,2011_002677,train
horse,2011_002694,validation
horse,2011_002697,train
chair,2011_002709,train
chair diningtable,2011_002714,validation
bird,2011_002715,train
dog,2011_002717,train
cow,2011_002719,train
horse,2011_002730,validation
train,2011_002738,validation
boat,2011_002740,validation
dog,2011_002746,train
diningtable,2011_002748,train
chair,2011_002750,validation
aeroplane,2011_002751,validation
boat,2011_002754,validation
chair,2011_002756,train
dog,2011_002765,validation
dog,2011_002766,validation
bird,2011_002767,train
bird,2011_002772,validation
bird,2011_002776,train
train,2011_002779,train
chair diningtable,2011_002798,train
chair diningtable,2011_002803,train
chair diningtable,2011_002805,validation
chair,2011_002808,train
chair diningtable,2011_002814,train
sheep,2011_002817,validation
chair,2011_002818,train
boat train,2011_002821,train
dog,2011_002823,train
dog,2011_002833,validation
diningtable,2011_002838,validation
chair,2011_002842,train
aeroplane,2011_002851,train
boat,2011_002854,validation
cow,2011_002864,validation
sheep,2011_002867,train
bird,2011_002868,validation
chair,2011_002870,validation
boat,2011_002871,validation
boat,2011_002872,train
cow,2011_002873,train
diningtable,2011_002880,validation
diningtable,2011_002881,train
horse,2011_002884,train
cow,2011_002885,validation
chair,2011_002887,validation
bird,2011_002889,train
dog,2011_002900,validation
dog,2011_002908,train
diningtable dog,2011_002911,train
boat,2011_002912,train
train,2011_002917,train
diningtable,2011_002920,train
chair diningtable,2011_002924,train
chair diningtable,2011_002927,train
aeroplane,2011_002929,validation
aeroplane,2011_002930,train
train,2011_002932,train
chair diningtable,2011_002933,validation
cow,2011_002937,train
dog,2011_002938,train
diningtable,2011_002940,train
boat,2011_002943,validation
horse,2011_002951,validation
chair,2011_002953,train
horse,2011_002962,validation
chair,2011_002965,train
diningtable,2011_002966,train
chair,2011_002971,validation
diningtable,2011_002974,train
boat,2011_002975,validation
cow,2011_002979,train
dog horse,2011_002983,validation
diningtable,2011_002985,validation
train,2011_002987,train
aeroplane,2011_002992,validation
aeroplane,2011_002993,validation
chair diningtable,2011_002994,validation
horse,2011_002999,validation
chair,2011_003005,train
dog,2011_003010,train
chair,2011_003011,validation
aeroplane,2011_003012,validation
cow,2011_003016,train
cow,2011_003019,validation
boat,2011_003020,train
sheep,2011_003023,validation
boat,2011_003025,train
train,2011_003028,validation
bird,2011_003030,validation
aeroplane,2011_003034,train
boat,2011_003041,train
cow,2011_003043,validation
chair,2011_003044,train
chair,2011_003047,train
chair diningtable,2011_003049,train
diningtable,2011_003050,validation
train,2011_003059,validation
chair diningtable,2011_003066,train
chair,2011_003074,train
chair diningtable,2011_003076,validation
chair,2011_003079,validation
boat,2011_003081,train
horse,2011_003085,validation
bird,2011_003091,train
chair,2011_003097,validation
dog,2011_003098,validation
chair,2011_003103,validation
aeroplane,2011_003111,validation
boat,2011_003115,validation
train,2011_003124,train
train,2011_003132,train
boat,2011_003134,train
bird,2011_003145,validation
train,2011_003146,validation
train,2011_003149,validation
chair,2011_003150,train
dog,2011_003151,train
diningtable,2011_003152,validation
aeroplane,2011_003154,train
diningtable,2011_003158,train
bird,2011_003163,validation
chair diningtable,2011_003166,validation
bird,2011_003171,train
aeroplane,2011_003176,validation
aeroplane,2011_003177,train
chair diningtable,2011_003183,train
horse,2011_003184,train
train,2011_003187,train
chair,2011_003194,train
train,2011_003197,validation
chair,2011_003201,validation
dog,2011_003207,validation
bird,2011_003213,validation
sheep,2011_003223,train
train,2011_003228,validation
boat,2011_003232,validation
chair dog,2011_003236,train
chair diningtable,2011_003242,validation
horse,2011_003244,validation
horse,2011_003253,train
dog,2011_003256,validation
chair,2011_003259,train
train,2011_003260,validation
diningtable,2011_003262,validation
train,2011_003274,train
aeroplane,2011_003275,validation
bird,2011_003276,train
